,UC,year,brand,model,price,mileage,Oprice
214,1,2014,BMW,X5,"$73,998","38,034 miles",60500
215,0,2017,BMW,X6,"$73,998","6,552 miles",83300
216,0,2017,BMW,X3,"$59,999","6,090 miles",44500
217,1,2015,BMW,X5,"$59,999","28,765 miles",76300
218,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
219,0,2013,BMW,X6,"$39,988","36,624 miles",65100
220,0,2017,BMW,X1,"$59,995","10,789 miles",34750
221,1,2015,BMW,X5,"$59,995","34,835 miles",76300
222,0,2011,BMW,X6,"$34,995","89,666 miles",72950
223,1,2015,BMW,X5,"$34,995","37,215 miles",76300
224,0,2008,BMW,X5,"$39,998","115,677 miles",50500
225,1,2015,BMW,X5,"$46,998","32,440 miles",76300
226,0,2018,BMW,X4,"$46,998","8,782 miles",53425
227,0,2017,BMW,X5,"$48,995","4,239 miles",78650
228,0,2016,BMW,X5,"$48,995","15,292 miles",76350
229,1,2014,BMW,X5,"$73,998","38,034 miles",60500
230,0,2017,BMW,X6,"$73,998","6,552 miles",83300
231,0,2017,BMW,X3,"$59,999","6,090 miles",44500
232,1,2015,BMW,X5,"$59,999","28,765 miles",76300
233,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
234,0,2013,BMW,X6,"$39,988","36,624 miles",65100
235,0,2017,BMW,X1,"$59,995","10,789 miles",34750
236,1,2015,BMW,X5,"$59,995","34,835 miles",76300
237,0,2011,BMW,X6,"$34,995","89,666 miles",72950
238,1,2015,BMW,X5,"$34,995","37,215 miles",76300
239,0,2008,BMW,X5,"$39,998","115,677 miles",50500
240,1,2015,BMW,X5,"$46,998","32,440 miles",76300
241,0,2018,BMW,X4,"$46,998","8,782 miles",53425
242,0,2017,BMW,X5,"$48,995","4,239 miles",78650
243,0,2016,BMW,X5,"$48,995","15,292 miles",76350
244,1,2014,BMW,X5,"$73,998","38,034 miles",60500
245,0,2017,BMW,X6,"$73,998","6,552 miles",83300
246,0,2017,BMW,X3,"$59,999","6,090 miles",44500
247,1,2015,BMW,X5,"$59,999","28,765 miles",76300
