,year,brand,model,mileage,D_rate,PC
75839,2010,LEXUS,RX,70518,4,2
75840,2016,LEXUS,NX,6694,4,2
75841,2008,LEXUS,RX 350,117932,9,2
75842,2013,LEXUS,RX,21466,8,2
75843,2010,LEXUS,RX 450H,92509,2,2
75844,2017,LEXUS,RX 350 F,9895,2,2
75845,2016,LEXUS,GX,20670,5,2
75846,2015,LEXUS,GX 460,25018,5,2
75847,2015,LEXUS,RX,37736,3,2
75848,2016,LEXUS,NX,18978,4,2
75849,2010,LEXUS,RX,79840,6,2
75850,2015,LEXUS,NX,18320,6,2
75851,2016,LEXUS,RX,13932,9,2
75852,2015,LEXUS,NX,22770,7,2
75853,2015,LEXUS,NX,34852,6,2
75854,2010,LEXUS,RX,70518,4,2
75855,2016,LEXUS,NX,6694,4,2
75856,2008,LEXUS,RX 350,117932,9,2
75857,2013,LEXUS,RX,21466,8,2
75858,2010,LEXUS,RX 450H,92509,2,2
75859,2017,LEXUS,RX 350 F,9895,2,2
75860,2016,LEXUS,GX,20670,5,2
75861,2015,LEXUS,GX 460,25018,5,2
75862,2015,LEXUS,RX,37736,3,2
75863,2016,LEXUS,NX,18978,4,2
75864,2010,LEXUS,RX,79840,6,2
75865,2015,LEXUS,NX,18320,6,2
75866,2016,LEXUS,RX,13932,9,2
75867,2015,LEXUS,NX,22770,7,2
75868,2015,LEXUS,NX,34852,6,2
75869,2010,LEXUS,RX,70518,4,2
75870,2016,LEXUS,NX,6694,4,2
75871,2008,LEXUS,RX 350,117932,9,2
75872,2013,LEXUS,RX,21466,8,2
75873,2010,LEXUS,RX 450H,92509,2,2
75874,2017,LEXUS,RX 350 F,9895,2,2
75875,2016,LEXUS,GX,20670,5,2
75876,2015,LEXUS,GX 460,25018,5,2
75877,2015,LEXUS,RX,37736,3,2
75878,2016,LEXUS,NX,18978,4,2
75879,2010,LEXUS,RX,79840,6,2
75880,2015,LEXUS,NX,18320,6,2
75881,2016,LEXUS,RX,13932,9,2
75882,2015,LEXUS,NX,22770,7,2
75883,2015,LEXUS,NX,34852,6,2
75884,2010,LEXUS,RX,70518,4,2
75885,2016,LEXUS,NX,6694,4,2
75886,2008,LEXUS,RX 350,117932,9,2
75887,2013,LEXUS,RX,21466,8,2
75888,2010,LEXUS,RX 450H,92509,2,2
75889,2017,LEXUS,RX 350 F,9895,2,2
75890,2016,LEXUS,GX,20670,5,2
75891,2015,LEXUS,GX 460,25018,5,2
75892,2015,LEXUS,RX,37736,3,2
75893,2016,LEXUS,NX,18978,4,2
75894,2010,LEXUS,RX,79840,6,2
75895,2015,LEXUS,NX,18320,6,2
75896,2016,LEXUS,RX,13932,9,2
75897,2015,LEXUS,NX,22770,7,2
75898,2015,LEXUS,NX,34852,6,2
75899,2010,LEXUS,RX,70518,4,2
75900,2016,LEXUS,NX,6694,4,2
75901,2008,LEXUS,RX 350,117932,9,2
75902,2013,LEXUS,RX,21466,8,2
75903,2010,LEXUS,RX 450H,92509,2,2
75904,2017,LEXUS,RX 350 F,9895,2,2
75905,2016,LEXUS,GX,20670,5,2
75906,2015,LEXUS,GX 460,25018,5,2
75907,2015,LEXUS,RX,37736,3,2
75908,2016,LEXUS,NX,18978,4,2
75909,2010,LEXUS,RX,79840,6,2
75910,2015,LEXUS,NX,18320,6,2
75911,2016,LEXUS,RX,13932,9,2
75912,2015,LEXUS,NX,22770,7,2
75913,2015,LEXUS,NX,34852,6,2
75914,2016,MAZDA,CX-5,29228,7,9
75915,2016,MAZDA,CX-5,19389,7,9
75916,2009,MAZDA,TRIBUTE,78280,8,9
75917,2012,MAZDA,CX-9 GRAND,50644,7,9
75918,2015,MAZDA,CX-5,59989,3,9
75919,2017,MAZDA,CX-5 GRAND,8018,3,9
75920,2017,MAZDA,CX-5,5539,6,9
75921,2015,MAZDA,CX-5,25989,6,9
75922,2015,MAZDA,CX-5 GRAND,33710,6,9
75923,2015,MAZDA,CX-5,18708,6,9
75924,2016,MAZDA,CX-5 GRAND,20692,8,9
75925,2017,MAZDA,CX-3,4229,6,9
75926,2015,MAZDA,CX-5,40372,9,9
75927,2016,MAZDA,CX-5 GRAND,47735,8,9
75928,2015,MAZDA,CX-5 GRAND,33427,7,9
75929,2016,MAZDA,CX-5,29228,7,9
75930,2016,MAZDA,CX-5,19389,7,9
75931,2009,MAZDA,TRIBUTE,78280,8,9
75932,2012,MAZDA,CX-9 GRAND,50644,7,9
75933,2015,MAZDA,CX-5,59989,3,9
75934,2017,MAZDA,CX-5 GRAND,8018,3,9
75935,2017,MAZDA,CX-5,5539,6,9
75936,2015,MAZDA,CX-5,25989,6,9
75937,2015,MAZDA,CX-5 GRAND,33710,6,9
75938,2015,MAZDA,CX-5,18708,6,9
75939,2016,MAZDA,CX-5 GRAND,20692,8,9
75940,2017,MAZDA,CX-3,4229,6,9
75941,2015,MAZDA,CX-5,40372,9,9
75942,2016,MAZDA,CX-5 GRAND,47735,8,9
75943,2015,MAZDA,CX-5 GRAND,33427,7,9
75944,2016,MAZDA,CX-5,29228,7,9
75945,2016,MAZDA,CX-5,19389,7,9
75946,2009,MAZDA,TRIBUTE,78280,8,9
75947,2012,MAZDA,CX-9 GRAND,50644,7,9
75948,2015,MAZDA,CX-5,59989,3,9
75949,2017,MAZDA,CX-5 GRAND,8018,3,9
75950,2017,MAZDA,CX-5,5539,6,9
75951,2015,MAZDA,CX-5,25989,6,9
75952,2015,MAZDA,CX-5 GRAND,33710,6,9
75953,2015,MAZDA,CX-5,18708,6,9
75954,2016,MAZDA,CX-5 GRAND,20692,8,9
75955,2017,MAZDA,CX-3,4229,6,9
75956,2015,MAZDA,CX-5,40372,9,9
75957,2016,MAZDA,CX-5 GRAND,47735,8,9
75958,2015,MAZDA,CX-5 GRAND,33427,7,9
75959,2016,MAZDA,CX-5,29228,7,9
75960,2016,MAZDA,CX-5,19389,7,9
75961,2009,MAZDA,TRIBUTE,78280,8,9
75962,2012,MAZDA,CX-9 GRAND,50644,7,9
75963,2015,MAZDA,CX-5,59989,3,9
75964,2017,MAZDA,CX-5 GRAND,8018,3,9
75965,2017,MAZDA,CX-5,5539,6,9
75966,2015,MAZDA,CX-5,25989,6,9
75967,2015,MAZDA,CX-5 GRAND,33710,6,9
75968,2015,MAZDA,CX-5,18708,6,9
75969,2016,MAZDA,CX-5 GRAND,20692,8,9
75970,2017,MAZDA,CX-3,4229,6,9
75971,2015,MAZDA,CX-5,40372,9,9
75972,2016,MAZDA,CX-5 GRAND,47735,8,9
75973,2015,MAZDA,CX-5 GRAND,33427,7,9
75974,2016,MAZDA,CX-5,29228,7,9
75975,2016,MAZDA,CX-5,19389,7,9
75976,2009,MAZDA,TRIBUTE,78280,8,9
75977,2012,MAZDA,CX-9 GRAND,50644,7,9
75978,2015,MAZDA,CX-5,59989,3,9
75979,2017,MAZDA,CX-5 GRAND,8018,3,9
75980,2017,MAZDA,CX-5,5539,6,9
75981,2015,MAZDA,CX-5,25989,6,9
75982,2015,MAZDA,CX-5 GRAND,33710,6,9
75983,2015,MAZDA,CX-5,18708,6,9
75984,2016,MAZDA,CX-5 GRAND,20692,8,9
75985,2017,MAZDA,CX-3,4229,6,9
75986,2015,MAZDA,CX-5,40372,9,9
75987,2016,MAZDA,CX-5 GRAND,47735,8,9
75988,2015,MAZDA,CX-5 GRAND,33427,7,9
75989,2016,MAZDA,CX-5,29228,7,9
75990,2016,MAZDA,CX-5,19389,7,9
75991,2009,MAZDA,TRIBUTE,78280,8,9
75992,2012,MAZDA,CX-9 GRAND,50644,7,9
75993,2015,MAZDA,CX-5,59989,3,9
75994,2017,MAZDA,CX-5 GRAND,8018,3,9
75995,2017,MAZDA,CX-5,5539,6,9
75996,2015,MAZDA,CX-5,25989,6,9
75997,2015,MAZDA,CX-5 GRAND,33710,6,9
75998,2015,MAZDA,CX-5,18708,6,9
75999,2016,MAZDA,CX-5 GRAND,20692,8,9
76000,2017,MAZDA,CX-3,4229,6,9
76001,2015,MAZDA,CX-5,40372,9,9
76002,2016,MAZDA,CX-5 GRAND,47735,8,9
76003,2015,MAZDA,CX-5 GRAND,33427,7,9
76004,2016,MAZDA,CX-5,29228,7,9
76005,2016,MAZDA,CX-5,19389,7,9
76006,2009,MAZDA,TRIBUTE,78280,8,9
76007,2012,MAZDA,CX-9 GRAND,50644,7,9
76008,2015,MAZDA,CX-5,59989,3,9
76009,2017,MAZDA,CX-5 GRAND,8018,3,9
76010,2017,MAZDA,CX-5,5539,6,9
76011,2015,MAZDA,CX-5,25989,6,9
76012,2015,MAZDA,CX-5 GRAND,33710,6,9
76013,2015,MAZDA,CX-5,18708,6,9
76014,2016,MAZDA,CX-5 GRAND,20692,8,9
76015,2017,MAZDA,CX-3,4229,6,9
76016,2015,MAZDA,CX-5,40372,9,9
76017,2016,MAZDA,CX-5 GRAND,47735,8,9
76018,2015,MAZDA,CX-5 GRAND,33427,7,9
76019,2016,MAZDA,CX-5,29228,7,9
76020,2016,MAZDA,CX-5,19389,7,9
76021,2009,MAZDA,TRIBUTE,78280,8,9
76022,2012,MAZDA,CX-9 GRAND,50644,7,9
76023,2015,MAZDA,CX-5,59989,3,9
76024,2017,MAZDA,CX-5 GRAND,8018,3,9
76025,2017,MAZDA,CX-5,5539,6,9
76026,2015,MAZDA,CX-5,25989,6,9
76027,2015,MAZDA,CX-5 GRAND,33710,6,9
76028,2015,MAZDA,CX-5,18708,6,9
76029,2016,MAZDA,CX-5 GRAND,20692,8,9
76030,2017,MAZDA,CX-3,4229,6,9
76031,2015,MAZDA,CX-5,40372,9,9
76032,2016,MAZDA,CX-5 GRAND,47735,8,9
76033,2015,MAZDA,CX-5 GRAND,33427,7,9
76034,2016,MAZDA,CX-5,29228,7,9
76035,2016,MAZDA,CX-5,19389,7,9
76036,2009,MAZDA,TRIBUTE,78280,8,9
76037,2012,MAZDA,CX-9 GRAND,50644,7,9
76038,2015,MAZDA,CX-5,59989,3,9
76039,2017,MAZDA,CX-5 GRAND,8018,3,9
76040,2017,MAZDA,CX-5,5539,6,9
76041,2015,MAZDA,CX-5,25989,6,9
76042,2015,MAZDA,CX-5 GRAND,33710,6,9
76043,2015,MAZDA,CX-5,18708,6,9
76044,2016,MAZDA,CX-5 GRAND,20692,8,9
76045,2017,MAZDA,CX-3,4229,6,9
76046,2015,MAZDA,CX-5,40372,9,9
76047,2016,MAZDA,CX-5 GRAND,47735,8,9
76048,2015,MAZDA,CX-5 GRAND,33427,7,9
76049,2016,MAZDA,CX-5,29228,7,9
76050,2016,MAZDA,CX-5,19389,7,9
76051,2009,MAZDA,TRIBUTE,78280,8,9
76052,2012,MAZDA,CX-9 GRAND,50644,7,9
76053,2015,MAZDA,CX-5,59989,3,9
76054,2017,MAZDA,CX-5 GRAND,8018,3,9
76055,2017,MAZDA,CX-5,5539,6,9
76056,2015,MAZDA,CX-5,25989,6,9
76057,2015,MAZDA,CX-5 GRAND,33710,6,9
76058,2015,MAZDA,CX-5,18708,6,9
76059,2016,MAZDA,CX-5 GRAND,20692,8,9
76060,2017,MAZDA,CX-3,4229,6,9
76061,2015,MAZDA,CX-5,40372,9,9
76062,2016,MAZDA,CX-5 GRAND,47735,8,9
76063,2015,MAZDA,CX-5 GRAND,33427,7,9
76064,2016,MAZDA,CX-5,29228,7,9
76065,2016,MAZDA,CX-5,19389,7,9
76066,2009,MAZDA,TRIBUTE,78280,8,9
76067,2012,MAZDA,CX-9 GRAND,50644,7,9
76068,2015,MAZDA,CX-5,59989,3,9
76069,2017,MAZDA,CX-5 GRAND,8018,3,9
76070,2017,MAZDA,CX-5,5539,6,9
76071,2015,MAZDA,CX-5,25989,6,9
76072,2015,MAZDA,CX-5 GRAND,33710,6,9
76073,2015,MAZDA,CX-5,18708,6,9
76074,2016,MAZDA,CX-5 GRAND,20692,8,9
76075,2017,MAZDA,CX-3,4229,6,9
76076,2015,MAZDA,CX-5,40372,9,9
76077,2016,MAZDA,CX-5 GRAND,47735,8,9
76078,2015,MAZDA,CX-5 GRAND,33427,7,9
76079,2016,MAZDA,CX-5,29228,7,9
76080,2016,MAZDA,CX-5,19389,7,9
76081,2009,MAZDA,TRIBUTE,78280,8,9
76082,2012,MAZDA,CX-9 GRAND,50644,7,9
76083,2015,MAZDA,CX-5,59989,3,9
76084,2017,MAZDA,CX-5 GRAND,8018,3,9
76085,2017,MAZDA,CX-5,5539,6,9
76086,2015,MAZDA,CX-5,25989,6,9
76087,2015,MAZDA,CX-5 GRAND,33710,6,9
76088,2015,MAZDA,CX-5,18708,6,9
76089,2016,MAZDA,CX-5 GRAND,20692,8,9
76090,2017,MAZDA,CX-3,4229,6,9
76091,2015,MAZDA,CX-5,40372,9,9
76092,2016,MAZDA,CX-5 GRAND,47735,8,9
76093,2015,MAZDA,CX-5 GRAND,33427,7,9
76094,2016,MAZDA,CX-5,29228,7,9
76095,2016,MAZDA,CX-5,19389,7,9
76096,2009,MAZDA,TRIBUTE,78280,8,9
76097,2012,MAZDA,CX-9 GRAND,50644,7,9
76098,2015,MAZDA,CX-5,59989,3,9
76099,2017,MAZDA,CX-5 GRAND,8018,3,9
76100,2017,MAZDA,CX-5,5539,6,9
76101,2015,MAZDA,CX-5,25989,6,9
76102,2015,MAZDA,CX-5 GRAND,33710,6,9
76103,2015,MAZDA,CX-5,18708,6,9
76104,2016,MAZDA,CX-5 GRAND,20692,8,9
76105,2017,MAZDA,CX-3,4229,6,9
76106,2015,MAZDA,CX-5,40372,9,9
76107,2016,MAZDA,CX-5 GRAND,47735,8,9
76108,2015,MAZDA,CX-5 GRAND,33427,7,9
76109,2016,MAZDA,CX-5,29228,7,9
76110,2016,MAZDA,CX-5,19389,7,9
76111,2009,MAZDA,TRIBUTE,78280,8,9
76112,2012,MAZDA,CX-9 GRAND,50644,7,9
76113,2015,MAZDA,CX-5,59989,3,9
76114,2017,MAZDA,CX-5 GRAND,8018,3,9
76115,2017,MAZDA,CX-5,5539,6,9
76116,2015,MAZDA,CX-5,25989,6,9
76117,2015,MAZDA,CX-5 GRAND,33710,6,9
76118,2015,MAZDA,CX-5,18708,6,9
76119,2016,MAZDA,CX-5 GRAND,20692,8,9
76120,2017,MAZDA,CX-3,4229,6,9
76121,2015,MAZDA,CX-5,40372,9,9
76122,2016,MAZDA,CX-5 GRAND,47735,8,9
76123,2015,MAZDA,CX-5 GRAND,33427,7,9
76124,2016,MAZDA,CX-5,29228,7,9
76125,2016,MAZDA,CX-5,19389,7,9
76126,2009,MAZDA,TRIBUTE,78280,8,9
76127,2012,MAZDA,CX-9 GRAND,50644,7,9
76128,2015,MAZDA,CX-5,59989,3,9
76129,2017,MAZDA,CX-5 GRAND,8018,3,9
76130,2017,MAZDA,CX-5,5539,6,9
76131,2015,MAZDA,CX-5,25989,6,9
76132,2015,MAZDA,CX-5 GRAND,33710,6,9
76133,2015,MAZDA,CX-5,18708,6,9
76134,2016,MAZDA,CX-5 GRAND,20692,8,9
76135,2017,MAZDA,CX-3,4229,6,9
76136,2015,MAZDA,CX-5,40372,9,9
76137,2016,MAZDA,CX-5 GRAND,47735,8,9
76138,2015,MAZDA,CX-5 GRAND,33427,7,9
76139,2016,MAZDA,CX-5,29228,7,9
76140,2016,MAZDA,CX-5,19389,7,9
76141,2009,MAZDA,TRIBUTE,78280,8,9
76142,2012,MAZDA,CX-9 GRAND,50644,7,9
76143,2015,MAZDA,CX-5,59989,3,9
76144,2017,MAZDA,CX-5 GRAND,8018,3,9
76145,2017,MAZDA,CX-5,5539,6,9
76146,2015,MAZDA,CX-5,25989,6,9
76147,2015,MAZDA,CX-5 GRAND,33710,6,9
76148,2015,MAZDA,CX-5,18708,6,9
76149,2016,MAZDA,CX-5 GRAND,20692,8,9
76150,2017,MAZDA,CX-3,4229,6,9
76151,2015,MAZDA,CX-5,40372,9,9
76152,2016,MAZDA,CX-5 GRAND,47735,8,9
76153,2015,MAZDA,CX-5 GRAND,33427,7,9
76154,2016,MAZDA,CX-5,29228,7,9
76155,2016,MAZDA,CX-5,19389,7,9
76156,2009,MAZDA,TRIBUTE,78280,8,9
76157,2012,MAZDA,CX-9 GRAND,50644,7,9
76158,2015,MAZDA,CX-5,59989,3,9
76159,2017,MAZDA,CX-5 GRAND,8018,3,9
76160,2017,MAZDA,CX-5,5539,6,9
76161,2015,MAZDA,CX-5,25989,6,9
76162,2015,MAZDA,CX-5 GRAND,33710,6,9
76163,2015,MAZDA,CX-5,18708,6,9
76164,2016,MAZDA,CX-5 GRAND,20692,8,9
76165,2017,MAZDA,CX-3,4229,6,9
76166,2015,MAZDA,CX-5,40372,9,9
76167,2016,MAZDA,CX-5 GRAND,47735,8,9
76168,2015,MAZDA,CX-5 GRAND,33427,7,9
76169,2016,MAZDA,CX-5,29228,7,9
76170,2016,MAZDA,CX-5,19389,7,9
76171,2009,MAZDA,TRIBUTE,78280,8,9
76172,2012,MAZDA,CX-9 GRAND,50644,7,9
76173,2015,MAZDA,CX-5,59989,3,9
76174,2017,MAZDA,CX-5 GRAND,8018,3,9
76175,2017,MAZDA,CX-5,5539,6,9
76176,2015,MAZDA,CX-5,25989,6,9
76177,2015,MAZDA,CX-5 GRAND,33710,6,9
76178,2015,MAZDA,CX-5,18708,6,9
76179,2016,MAZDA,CX-5 GRAND,20692,8,9
76180,2017,MAZDA,CX-3,4229,6,9
76181,2015,MAZDA,CX-5,40372,9,9
76182,2016,MAZDA,CX-5 GRAND,47735,8,9
76183,2015,MAZDA,CX-5 GRAND,33427,7,9
76184,2016,MAZDA,CX-5,29228,7,9
76185,2016,MAZDA,CX-5,19389,7,9
76186,2009,MAZDA,TRIBUTE,78280,8,9
76187,2012,MAZDA,CX-9 GRAND,50644,7,9
76188,2015,MAZDA,CX-5,59989,3,9
76189,2017,MAZDA,CX-5 GRAND,8018,3,9
76190,2017,MAZDA,CX-5,5539,6,9
76191,2015,MAZDA,CX-5,25989,6,9
76192,2015,MAZDA,CX-5 GRAND,33710,6,9
76193,2015,MAZDA,CX-5,18708,6,9
76194,2016,MAZDA,CX-5 GRAND,20692,8,9
76195,2017,MAZDA,CX-3,4229,6,9
76196,2015,MAZDA,CX-5,40372,9,9
76197,2016,MAZDA,CX-5 GRAND,47735,8,9
76198,2015,MAZDA,CX-5 GRAND,33427,7,9
76199,2016,MAZDA,CX-5,29228,7,9
76200,2016,MAZDA,CX-5,19389,7,9
76201,2009,MAZDA,TRIBUTE,78280,8,9
76202,2012,MAZDA,CX-9 GRAND,50644,7,9
76203,2015,MAZDA,CX-5,59989,3,9
76204,2017,MAZDA,CX-5 GRAND,8018,3,9
76205,2017,MAZDA,CX-5,5539,6,9
76206,2015,MAZDA,CX-5,25989,6,9
76207,2015,MAZDA,CX-5 GRAND,33710,6,9
76208,2015,MAZDA,CX-5,18708,6,9
76209,2016,MAZDA,CX-5 GRAND,20692,8,9
76210,2017,MAZDA,CX-3,4229,6,9
76211,2015,MAZDA,CX-5,40372,9,9
76212,2016,MAZDA,CX-5 GRAND,47735,8,9
76213,2015,MAZDA,CX-5 GRAND,33427,7,9
76214,2016,MAZDA,CX-5,29228,7,9
76215,2016,MAZDA,CX-5,19389,7,9
76216,2009,MAZDA,TRIBUTE,78280,8,9
76217,2012,MAZDA,CX-9 GRAND,50644,7,9
76218,2015,MAZDA,CX-5,59989,3,9
76219,2017,MAZDA,CX-5 GRAND,8018,3,9
76220,2017,MAZDA,CX-5,5539,6,9
76221,2015,MAZDA,CX-5,25989,6,9
76222,2015,MAZDA,CX-5 GRAND,33710,6,9
76223,2015,MAZDA,CX-5,18708,6,9
76224,2016,MAZDA,CX-5 GRAND,20692,8,9
76225,2017,MAZDA,CX-3,4229,6,9
76226,2015,MAZDA,CX-5,40372,9,9
76227,2016,MAZDA,CX-5 GRAND,47735,8,9
76228,2015,MAZDA,CX-5 GRAND,33427,7,9
76229,2016,MAZDA,CX-5,29228,7,9
76230,2016,MAZDA,CX-5,19389,7,9
76231,2009,MAZDA,TRIBUTE,78280,8,9
76232,2012,MAZDA,CX-9 GRAND,50644,7,9
76233,2015,MAZDA,CX-5,59989,3,9
76234,2017,MAZDA,CX-5 GRAND,8018,3,9
76235,2017,MAZDA,CX-5,5539,6,9
76236,2015,MAZDA,CX-5,25989,6,9
76237,2015,MAZDA,CX-5 GRAND,33710,6,9
76238,2015,MAZDA,CX-5,18708,6,9
76239,2016,MAZDA,CX-5 GRAND,20692,8,9
76240,2017,MAZDA,CX-3,4229,6,9
76241,2015,MAZDA,CX-5,40372,9,9
76242,2016,MAZDA,CX-5 GRAND,47735,8,9
76243,2015,MAZDA,CX-5 GRAND,33427,7,9
76244,2016,MAZDA,CX-5,29228,7,9
76245,2016,MAZDA,CX-5,19389,7,9
76246,2009,MAZDA,TRIBUTE,78280,8,9
76247,2012,MAZDA,CX-9 GRAND,50644,7,9
76248,2015,MAZDA,CX-5,59989,3,9
76249,2017,MAZDA,CX-5 GRAND,8018,3,9
76250,2017,MAZDA,CX-5,5539,6,9
76251,2015,MAZDA,CX-5,25989,6,9
76252,2015,MAZDA,CX-5 GRAND,33710,6,9
76253,2015,MAZDA,CX-5,18708,6,9
76254,2016,MAZDA,CX-5 GRAND,20692,8,9
76255,2017,MAZDA,CX-3,4229,6,9
76256,2015,MAZDA,CX-5,40372,9,9
76257,2016,MAZDA,CX-5 GRAND,47735,8,9
76258,2015,MAZDA,CX-5 GRAND,33427,7,9
76259,2016,MAZDA,CX-5,29228,7,9
76260,2016,MAZDA,CX-5,19389,7,9
76261,2009,MAZDA,TRIBUTE,78280,8,9
76262,2012,MAZDA,CX-9 GRAND,50644,7,9
76263,2015,MAZDA,CX-5,59989,3,9
76264,2017,MAZDA,CX-5 GRAND,8018,3,9
76265,2017,MAZDA,CX-5,5539,6,9
76266,2015,MAZDA,CX-5,25989,6,9
76267,2015,MAZDA,CX-5 GRAND,33710,6,9
76268,2015,MAZDA,CX-5,18708,6,9
76269,2016,MAZDA,CX-5 GRAND,20692,8,9
76270,2017,MAZDA,CX-3,4229,6,9
76271,2015,MAZDA,CX-5,40372,9,9
76272,2016,MAZDA,CX-5 GRAND,47735,8,9
76273,2015,MAZDA,CX-5 GRAND,33427,7,9
76274,2016,MAZDA,CX-5,29228,7,9
76275,2016,MAZDA,CX-5,19389,7,9
76276,2009,MAZDA,TRIBUTE,78280,8,9
76277,2012,MAZDA,CX-9 GRAND,50644,7,9
76278,2015,MAZDA,CX-5,59989,3,9
76279,2017,MAZDA,CX-5 GRAND,8018,3,9
76280,2017,MAZDA,CX-5,5539,6,9
76281,2015,MAZDA,CX-5,25989,6,9
76282,2015,MAZDA,CX-5 GRAND,33710,6,9
76283,2015,MAZDA,CX-5,18708,6,9
76284,2016,MAZDA,CX-5 GRAND,20692,8,9
76285,2017,MAZDA,CX-3,4229,6,9
76286,2015,MAZDA,CX-5,40372,9,9
76287,2016,MAZDA,CX-5 GRAND,47735,8,9
76288,2015,MAZDA,CX-5 GRAND,33427,7,9
76289,2016,MAZDA,CX-5,29228,7,9
76290,2016,MAZDA,CX-5,19389,7,9
76291,2009,MAZDA,TRIBUTE,78280,8,9
76292,2012,MAZDA,CX-9 GRAND,50644,7,9
76293,2015,MAZDA,CX-5,59989,3,9
76294,2017,MAZDA,CX-5 GRAND,8018,3,9
76295,2017,MAZDA,CX-5,5539,6,9
76296,2015,MAZDA,CX-5,25989,6,9
76297,2015,MAZDA,CX-5 GRAND,33710,6,9
76298,2015,MAZDA,CX-5,18708,6,9
76299,2016,MAZDA,CX-5 GRAND,20692,8,9
76300,2017,MAZDA,CX-3,4229,6,9
76301,2015,MAZDA,CX-5,40372,9,9
76302,2016,MAZDA,CX-5 GRAND,47735,8,9
76303,2015,MAZDA,CX-5 GRAND,33427,7,9
76304,2016,MAZDA,CX-5,29228,7,9
76305,2016,MAZDA,CX-5,19389,7,9
76306,2009,MAZDA,TRIBUTE,78280,8,9
76307,2012,MAZDA,CX-9 GRAND,50644,7,9
76308,2015,MAZDA,CX-5,59989,3,9
76309,2017,MAZDA,CX-5 GRAND,8018,3,9
76310,2017,MAZDA,CX-5,5539,6,9
76311,2015,MAZDA,CX-5,25989,6,9
76312,2015,MAZDA,CX-5 GRAND,33710,6,9
76313,2015,MAZDA,CX-5,18708,6,9
76314,2016,MAZDA,CX-5 GRAND,20692,8,9
76315,2017,MAZDA,CX-3,4229,6,9
76316,2015,MAZDA,CX-5,40372,9,9
76317,2016,MAZDA,CX-5 GRAND,47735,8,9
76318,2015,MAZDA,CX-5 GRAND,33427,7,9
76319,2016,MAZDA,CX-5,29228,7,9
76320,2016,MAZDA,CX-5,19389,7,9
76321,2009,MAZDA,TRIBUTE,78280,8,9
76322,2012,MAZDA,CX-9 GRAND,50644,7,9
76323,2015,MAZDA,CX-5,59989,3,9
76324,2017,MAZDA,CX-5 GRAND,8018,3,9
76325,2017,MAZDA,CX-5,5539,6,9
76326,2015,MAZDA,CX-5,25989,6,9
76327,2015,MAZDA,CX-5 GRAND,33710,6,9
76328,2015,MAZDA,CX-5,18708,6,9
76329,2016,MAZDA,CX-5 GRAND,20692,8,9
76330,2017,MAZDA,CX-3,4229,6,9
76331,2015,MAZDA,CX-5,40372,9,9
76332,2016,MAZDA,CX-5 GRAND,47735,8,9
76333,2015,MAZDA,CX-5 GRAND,33427,7,9
76334,2016,MAZDA,CX-5,29228,7,9
76335,2016,MAZDA,CX-5,19389,7,9
76336,2009,MAZDA,TRIBUTE,78280,8,9
76337,2012,MAZDA,CX-9 GRAND,50644,7,9
76338,2015,MAZDA,CX-5,59989,3,9
76339,2017,MAZDA,CX-5 GRAND,8018,3,9
76340,2017,MAZDA,CX-5,5539,6,9
76341,2015,MAZDA,CX-5,25989,6,9
76342,2015,MAZDA,CX-5 GRAND,33710,6,9
76343,2015,MAZDA,CX-5,18708,6,9
76344,2016,MAZDA,CX-5 GRAND,20692,8,9
76345,2017,MAZDA,CX-3,4229,6,9
76346,2015,MAZDA,CX-5,40372,9,9
76347,2016,MAZDA,CX-5 GRAND,47735,8,9
76348,2015,MAZDA,CX-5 GRAND,33427,7,9
76349,2016,MAZDA,CX-5,29228,7,9
76350,2016,MAZDA,CX-5,19389,7,9
76351,2009,MAZDA,TRIBUTE,78280,8,9
76352,2012,MAZDA,CX-9 GRAND,50644,7,9
76353,2015,MAZDA,CX-5,59989,3,9
76354,2017,MAZDA,CX-5 GRAND,8018,3,9
76355,2017,MAZDA,CX-5,5539,6,9
76356,2015,MAZDA,CX-5,25989,6,9
76357,2015,MAZDA,CX-5 GRAND,33710,6,9
76358,2015,MAZDA,CX-5,18708,6,9
76359,2016,MAZDA,CX-5 GRAND,20692,8,9
76360,2017,MAZDA,CX-3,4229,6,9
76361,2015,MAZDA,CX-5,40372,9,9
76362,2016,MAZDA,CX-5 GRAND,47735,8,9
76363,2015,MAZDA,CX-5 GRAND,33427,7,9
76364,2016,MAZDA,CX-5,29228,7,9
76365,2016,MAZDA,CX-5,19389,7,9
76366,2009,MAZDA,TRIBUTE,78280,8,9
76367,2012,MAZDA,CX-9 GRAND,50644,7,9
76368,2015,MAZDA,CX-5,59989,3,9
76369,2017,MAZDA,CX-5 GRAND,8018,3,9
76370,2017,MAZDA,CX-5,5539,6,9
76371,2015,MAZDA,CX-5,25989,6,9
76372,2015,MAZDA,CX-5 GRAND,33710,6,9
76373,2015,MAZDA,CX-5,18708,6,9
76374,2016,MAZDA,CX-5 GRAND,20692,8,9
76375,2017,MAZDA,CX-3,4229,6,9
76376,2015,MAZDA,CX-5,40372,9,9
76377,2016,MAZDA,CX-5 GRAND,47735,8,9
76378,2015,MAZDA,CX-5 GRAND,33427,7,9
76379,2016,MAZDA,CX-5,29228,7,9
76380,2016,MAZDA,CX-5,19389,7,9
76381,2009,MAZDA,TRIBUTE,78280,8,9
