,Unnamed: 0,UC,year,brand,model,price,mileage,Oprice,D_rate
442,442,1,2015,ACURA,MDX,43036,"53,040 miles",49872,0.862929098492
443,443,1,2016,ACURA,MDX,11888,"35,477 miles",50122,0.237181277682
444,444,0,2014,ACURA,MDX TECHNOLOGY,11888,"45,234 miles",49397,0.240662388404
445,445,1,2015,ACURA,RDX,28970,"28,447 miles",37645,0.769557710187
446,446,1,2015,ACURA,RDX,28970,"11,917 miles",37645,0.769557710187
447,447,0,2015,ACURA,RDX,36390,"47,950 miles",37645,0.966662239341
448,448,1,2015,ACURA,RDX,29888,"57,452 miles",37645,0.793943418781
449,449,1,2015,ACURA,RDX,26995,"31,813 miles",37645,0.717093903573
450,450,1,2015,ACURA,MDX,31266,"24,892 miles",49872,0.626924927815
451,451,0,2015,ACURA,MDX,31997,"29,825 miles",49872,0.641582451075
